x_m,y_m,w_tr_right_m,w_tr_left_m,banking_rad
107.2160,190.3119,7.4730,7.4687,-0.3491
107.3172,190.0807,7.4733,7.4690,-0.3491
107.4186,189.8495,7.4734,7.4691,-0.3491
107.5202,189.6185,7.4732,7.4689,-0.3491
107.6220,189.3875,7.4730,7.4686,-0.3491
107.7239,189.1566,7.4724,7.4680,-0.3491
107.8260,188.9258,7.4718,7.4675,-0.3491
107.9283,188.6951,7.4709,7.4669,-0.3491
108.0308,188.4645,7.4700,7.4662,-0.3491
108.1335,188.2339,7.4691,7.4654,-0.3491
108.2364,188.0035,7.4683,7.4644,-0.3491
108.3395,187.7731,7.4674,7.4633,-0.3491
108.4428,187.5428,7.4666,7.4622,-0.3491
108.5464,187.3125,7.4656,7.4608,-0.3491
108.6502,187.0823,7.4648,7.4596,-0.3491
108.7544,186.8521,7.4635,7.4580,-0.3491
108.8588,186.6220,7.4626,7.4566,-0.3491
108.9636,186.3919,7.4611,7.4550,-0.3491
109.0687,186.1619,7.4599,7.4534,-0.3491
109.1741,185.9319,7.4584,7.4516,-0.3491
109.2799,185.7021,7.4570,7.4500,-0.3491
109.3860,185.4723,7.4553,7.4480,-0.3491
109.4925,185.2426,7.4537,7.4463,-0.3491
109.5993,185.0132,7.4518,7.4442,-0.3491
109.7064,184.7839,7.4500,7.4424,-0.3491
109.8139,184.5548,7.4481,7.4403,-0.3491
109.9216,184.3260,7.4462,7.4384,-0.3491
110.0298,184.0974,7.4442,7.4362,-0.3491
110.1382,183.8691,7.4420,7.4343,-0.3491
110.2470,183.6411,7.4400,7.4320,-0.3491
110.3561,183.4133,7.4378,7.4300,-0.3491
110.4656,183.1857,7.4358,7.4277,-0.3491
110.5755,182.9584,7.4335,7.4257,-0.3491
110.6857,182.7313,7.4314,7.4233,-0.3491
110.7964,182.5043,7.4291,7.4213,-0.3491
110.9074,182.2775,7.4271,7.4189,-0.3491
111.0188,182.0508,7.4247,7.4169,-0.3491
111.1307,181.8242,7.4227,7.4145,-0.3491
111.2430,181.5977,7.4205,7.4125,-0.3491
111.3557,181.3712,7.4185,7.4102,-0.3491
111.4688,181.1449,7.4164,7.4082,-0.3491
111.5823,180.9187,7.4145,7.4059,-0.3491
111.6962,180.6925,7.4124,7.4040,-0.3491
111.8105,180.4666,7.4104,7.4019,-0.3491
111.9252,180.2408,7.4083,7.4000,-0.3491
112.0402,180.0152,7.4062,7.3980,-0.3491
112.1555,179.7899,7.4041,7.3961,-0.3491
112.2712,179.5649,7.4019,7.3939,-0.3491
112.3872,179.3401,7.3998,7.3918,-0.3491
112.5036,179.1156,7.3974,7.3895,-0.3491
112.6202,178.8914,7.3952,7.3872,-0.3491
112.7372,178.6675,7.3928,7.3848,-0.3491
112.8545,178.4439,7.3906,7.3824,-0.3491
112.9721,178.2206,7.3880,7.3798,-0.3491
113.0901,177.9974,7.3858,7.3774,-0.3491
113.2084,177.7745,7.3831,7.3748,-0.3491
113.3272,177.5517,7.3808,7.3724,-0.3491
113.4462,177.3292,7.3782,7.3698,-0.3491
113.5657,177.1067,7.3758,7.3674,-0.3491
113.6855,176.8844,7.3732,7.3648,-0.3491
113.8057,176.6623,7.3708,7.3624,-0.3491
113.9262,176.4403,7.3682,7.3600,-0.3491
114.0470,176.2185,7.3657,7.3577,-0.3491
114.1682,175.9968,7.3632,7.3553,-0.3491
114.2898,175.7754,7.3608,7.3532,-0.3491
114.4116,175.5541,7.3584,7.3509,-0.3491
114.5337,175.3330,7.3560,7.3489,-0.3491
114.6561,175.1121,7.3537,7.3468,-0.3491
114.7788,174.8914,7.3514,7.3449,-0.3491
114.9017,174.6709,7.3493,7.3430,-0.3491
115.0249,174.4507,7.3472,7.3413,-0.3491
115.1484,174.2306,7.3453,7.3395,-0.3491
115.2721,174.0108,7.3435,7.3379,-0.3491
115.3960,173.7912,7.3419,7.3363,-0.3491
115.5201,173.5719,7.3403,7.3349,-0.3491
115.6445,173.3527,7.3390,7.3333,-0.3491
115.7691,173.1337,7.3375,7.3320,-0.3491
115.8940,172.9148,7.3363,7.3306,-0.3491
116.0191,172.6961,7.3349,7.3293,-0.3491
116.1445,172.4776,7.3336,7.3279,-0.3491
116.2701,172.2591,7.3322,7.3268,-0.3491
116.3960,172.0406,7.3310,7.3256,-0.3491
116.5222,171.8223,7.3299,7.3248,-0.3491
116.6487,171.6040,7.3290,7.3239,-0.3491
116.7754,171.3858,7.3283,7.3234,-0.3491
116.9023,171.1676,7.3277,7.3227,-0.3491
117.0295,170.9495,7.3272,7.3224,-0.3491
117.1570,170.7315,7.3268,7.3219,-0.3491
117.2846,170.5136,7.3266,7.3218,-0.3491
117.4125,170.2957,7.3264,7.3215,-0.3491
117.5406,170.0780,7.3264,7.3216,-0.3491
117.6689,169.8603,7.3265,7.3215,-0.3491
117.7975,169.6427,7.3266,7.3218,-0.3491
117.9262,169.4252,7.3269,7.3220,-0.3491
118.0552,169.2078,7.3273,7.3225,-0.3491
118.1844,168.9904,7.3277,7.3229,-0.3491
118.3138,168.7730,7.3283,7.3237,-0.3491
118.4434,168.5558,7.3289,7.3243,-0.3491
118.5732,168.3386,7.3297,7.3253,-0.3491
118.7032,168.1215,7.3306,7.3261,-0.3491
118.8334,167.9044,7.3316,7.3273,-0.3491
118.9638,167.6875,7.3326,7.3284,-0.3491
119.0943,167.4707,7.3339,7.3297,-0.3491
119.2250,167.2541,7.3352,7.3309,-0.3491
119.3558,167.0375,7.3367,7.3324,-0.3491
119.4868,166.8211,7.3383,7.3337,-0.3491
119.6179,166.6049,7.3400,7.3351,-0.3491
119.7492,166.3888,7.3416,7.3365,-0.3491
119.8807,166.1729,7.3434,7.3379,-0.3491
120.0123,165.9572,7.3450,7.3393,-0.3491
120.1442,165.7416,7.3468,7.3409,-0.3491
120.2762,165.5261,7.3483,7.3425,-0.3491
120.4084,165.3108,7.3501,7.3444,-0.3491
120.5409,165.0957,7.3519,7.3461,-0.3491
120.6736,164.8807,7.3539,7.3482,-0.3491
120.8066,164.6659,7.3558,7.3501,-0.3491
120.9398,164.4511,7.3580,7.3523,-0.3491
121.0732,164.2365,7.3602,7.3544,-0.3491
121.2070,164.0220,7.3626,7.3567,-0.3491
121.3410,163.8076,7.3649,7.3589,-0.3491
121.4753,163.5934,7.3673,7.3613,-0.3491
121.6099,163.3792,7.3697,7.3636,-0.3491
121.7447,163.1652,7.3722,7.3661,-0.3491
121.8798,162.9513,7.3747,7.3684,-0.3491
122.0151,162.7376,7.3771,7.3710,-0.3491
122.1506,162.5241,7.3796,7.3734,-0.3491
122.2864,162.3108,7.3820,7.3760,-0.3491
122.4223,162.0977,7.3843,7.3785,-0.3491
122.5584,161.8848,7.3866,7.3811,-0.3491
122.6946,161.6720,7.3888,7.3836,-0.3491
122.8310,161.4595,7.3909,7.3859,-0.3491
122.9676,161.2471,7.3929,7.3881,-0.3491
123.1044,161.0349,7.3947,7.3902,-0.3491
123.2413,160.8228,7.3966,7.3921,-0.3491
123.3785,160.6107,7.3981,7.3938,-0.3491
123.5158,160.3988,7.3997,7.3954,-0.3491
123.6534,160.1869,7.4010,7.3969,-0.3491
123.7911,159.9751,7.4024,7.3983,-0.3491
123.9291,159.7634,7.4034,7.3996,-0.3491
124.0673,159.5518,7.4045,7.4007,-0.3491
124.2056,159.3403,7.4053,7.4017,-0.3491
124.3442,159.1289,7.4063,7.4025,-0.3491
124.4830,158.9175,7.4070,7.4032,-0.3491
124.6220,158.7064,7.4078,7.4038,-0.3491
124.7612,158.4953,7.4083,7.4041,-0.3491
124.9006,158.2844,7.4089,7.4044,-0.3491
125.0403,158.0736,7.4092,7.4044,-0.3491
125.1802,157.8630,7.4097,7.4044,-0.3491
125.3204,157.6525,7.4098,7.4043,-0.3491
125.4608,157.4421,7.4101,7.4041,-0.3491
125.6016,157.2318,7.4102,7.4040,-0.3491
125.7426,157.0217,7.4102,7.4038,-0.3491
125.8839,156.8117,7.4102,7.4036,-0.3491
126.0256,156.6019,7.4101,7.4035,-0.3491
126.1675,156.3922,7.4100,7.4032,-0.3491
126.3097,156.1828,7.4098,7.4030,-0.3491
126.4521,155.9735,7.4096,7.4028,-0.3491
126.5949,155.7645,7.4093,7.4026,-0.3491
126.7379,155.5557,7.4091,7.4023,-0.3491
126.8812,155.3472,7.4087,7.4021,-0.3491
127.0248,155.1389,7.4085,7.4018,-0.3491
127.1686,154.9308,7.4081,7.4016,-0.3491
127.3127,154.7230,7.4079,7.4013,-0.3491
127.4571,154.5154,7.4074,7.4011,-0.3491
127.6018,154.3080,7.4072,7.4009,-0.3491
127.7468,154.1008,7.4068,7.4007,-0.3491
127.8921,153.8937,7.4066,7.4005,-0.3491
128.0377,153.6869,7.4063,7.4003,-0.3491
128.1836,153.4801,7.4061,7.4002,-0.3491
128.3298,153.2736,7.4058,7.4001,-0.3491
128.4763,153.0671,7.4057,7.4001,-0.3491
128.6230,152.8608,7.4055,7.4001,-0.3491
128.7701,152.6546,7.4055,7.4001,-0.3491
128.9174,152.4485,7.4054,7.4003,-0.3491
129.0649,152.2426,7.4055,7.4004,-0.3491
129.2126,152.0369,7.4056,7.4007,-0.3491
129.3606,151.8313,7.4057,7.4009,-0.3491
129.5087,151.6259,7.4060,7.4013,-0.3491
129.6571,151.4206,7.4064,7.4016,-0.3491
129.8056,151.2156,7.4069,7.4020,-0.3491
129.9542,151.0108,7.4074,7.4024,-0.3491
130.1030,150.8062,7.4079,7.4029,-0.3491
130.2520,150.6018,7.4083,7.4033,-0.3491
130.4012,150.3976,7.4088,7.4037,-0.3491
130.5506,150.1935,7.4091,7.4041,-0.3491
130.7001,149.9897,7.4096,7.4046,-0.3491
130.8498,149.7860,7.4100,7.4050,-0.3491
130.9998,149.5825,7.4105,7.4056,-0.3491
131.1500,149.3791,7.4109,7.4061,-0.3491
131.3004,149.1759,7.4115,7.4068,-0.3491
131.4510,148.9728,7.4119,7.4074,-0.3491
131.6018,148.7698,7.4126,7.4082,-0.3491
131.7529,148.5669,7.4131,7.4089,-0.3491
131.9042,148.3642,7.4138,7.4098,-0.3491
132.0557,148.1615,7.4144,7.4106,-0.3491
132.2074,147.9589,7.4152,7.4116,-0.3491
132.3593,147.7564,7.4159,7.4126,-0.3491
132.5113,147.5540,7.4167,7.4138,-0.3491
132.6635,147.3516,7.4174,7.4149,-0.3491
132.8158,147.1493,7.4183,7.4162,-0.3491
132.9683,146.9471,7.4190,7.4175,-0.3491
133.1208,146.7449,7.4198,7.4187,-0.3491
133.2733,146.5427,7.4206,7.4199,-0.3491
133.4259,146.3406,7.4213,7.4209,-0.3491
133.5785,146.1385,7.4220,7.4219,-0.3491
133.7310,145.9365,7.4226,7.4229,-0.3491
133.8836,145.7344,7.4234,7.4239,-0.3491
134.0361,145.5324,7.4242,7.4250,-0.3491
134.1886,145.3305,7.4252,7.4261,-0.3491
134.3411,145.1285,7.4264,7.4273,-0.3491
134.4936,144.9266,7.4280,7.4286,-0.3491
134.6460,144.7246,7.4296,7.4299,-0.3491
134.7985,144.5227,7.4313,7.4314,-0.3491
134.9509,144.3209,7.4331,7.4329,-0.3491
135.1034,144.1191,7.4350,7.4345,-0.3491
135.2558,143.9173,7.4369,7.4362,-0.3491
135.4083,143.7157,7.4389,7.4379,-0.3491
135.5608,143.5141,7.4410,7.4397,-0.3491
135.7134,143.3125,7.4430,7.4416,-0.3491
135.8660,143.1111,7.4451,7.4434,-0.3491
136.0187,142.9097,7.4472,7.4454,-0.3491
136.1715,142.7084,7.4494,7.4473,-0.3491
136.3245,142.5071,7.4515,7.4492,-0.3491
136.4775,142.3059,7.4537,7.4511,-0.3491
136.6308,142.1047,7.4558,7.4531,-0.3491
136.7842,141.9036,7.4580,7.4549,-0.3491
136.9377,141.7025,7.4601,7.4568,-0.3491
137.0915,141.5014,7.4622,7.4585,-0.3491
137.2454,141.3005,7.4644,7.4603,-0.3491
137.3995,141.0997,7.4665,7.4618,-0.3491
137.5538,140.8990,7.4687,7.4636,-0.3491
137.7082,140.6985,7.4708,7.4652,-0.3491
137.8628,140.4982,7.4730,7.4672,-0.3491
138.0176,140.2982,7.4752,7.4689,-0.3491
138.1726,140.0983,7.4775,7.4711,-0.3491
138.3277,139.8988,7.4797,7.4730,-0.3491
138.4831,139.6995,7.4821,7.4753,-0.3491
138.6386,139.5005,7.4844,7.4774,-0.3491
138.7943,139.3018,7.4870,7.4798,-0.3491
138.9503,139.1034,7.4893,7.4819,-0.3491
139.1065,138.9053,7.4920,7.4845,-0.3491
139.2629,138.7075,7.4943,7.4867,-0.3491
139.4197,138.5100,7.4969,7.4893,-0.3491
139.5767,138.3127,7.4992,7.4915,-0.3491
139.7340,138.1157,7.5018,7.4942,-0.3491
139.8917,137.9189,7.5042,7.4964,-0.3491
140.0497,137.7224,7.5068,7.4991,-0.3491
140.2081,137.5261,7.5094,7.5014,-0.3491
140.3669,137.3301,7.5121,7.5041,-0.3491
140.5260,137.1342,7.5148,7.5065,-0.3491
140.6855,136.9386,7.5175,7.5092,-0.3491
140.8454,136.7432,7.5203,7.5117,-0.3491
141.0057,136.5480,7.5230,7.5144,-0.3491
141.1665,136.3530,7.5259,7.5169,-0.3491
141.3276,136.1582,7.5285,7.5197,-0.3491
141.4891,135.9637,7.5314,7.5222,-0.3491
141.6509,135.7694,7.5339,7.5250,-0.3491
141.8132,135.5754,7.5368,7.5275,-0.3491
141.9759,135.3817,7.5393,7.5303,-0.3491
142.1389,135.1883,7.5421,7.5328,-0.3491
142.3022,134.9952,7.5445,7.5355,-0.3491
142.4659,134.8025,7.5472,7.5380,-0.3491
142.6300,134.6101,7.5496,7.5407,-0.3491
142.7943,134.4181,7.5522,7.5431,-0.3491
142.9590,134.2265,7.5546,7.5457,-0.3491
143.1239,134.0352,7.5569,7.5480,-0.3491
143.2892,133.8442,7.5593,7.5505,-0.3491
143.4548,133.6536,7.5615,7.5528,-0.3491
143.6207,133.4634,7.5637,7.5551,-0.3491
143.7869,133.2734,7.5657,7.5573,-0.3491
143.9534,133.0838,7.5679,7.5595,-0.3491
144.1203,132.8944,7.5697,7.5616,-0.3491
144.2875,132.7053,7.5717,7.5637,-0.3491
144.4550,132.5164,7.5733,7.5657,-0.3491
144.6228,132.3277,7.5752,7.5676,-0.3491
144.7910,132.1393,7.5766,7.5695,-0.3491
144.9595,131.9510,7.5782,7.5714,-0.3491
145.1282,131.7630,7.5794,7.5731,-0.3491
145.2973,131.5751,7.5808,7.5749,-0.3491
145.4665,131.3875,7.5818,7.5766,-0.3491
145.6360,131.2000,7.5829,7.5783,-0.3491
145.8057,131.0127,7.5837,7.5799,-0.3491
145.9755,130.8256,7.5846,7.5814,-0.3491
146.1455,130.6386,7.5854,7.5828,-0.3491
146.3156,130.4518,7.5863,7.5841,-0.3491
146.4857,130.2651,7.5871,7.5851,-0.3491
146.6560,130.0785,7.5879,7.5861,-0.3491
146.8263,129.8920,7.5886,7.5869,-0.3491
146.9967,129.7056,7.5893,7.5877,-0.3491
147.1672,129.5193,7.5899,7.5883,-0.3491
147.3377,129.3330,7.5904,7.5889,-0.3491
147.5084,129.1467,7.5907,7.5893,-0.3491
147.6791,128.9604,7.5910,7.5897,-0.3491
147.8498,128.7742,7.5912,7.5899,-0.3491
148.0206,128.5879,7.5912,7.5901,-0.3491
148.1915,128.4017,7.5911,7.5901,-0.3491
148.3624,128.2155,7.5910,7.5900,-0.3491
148.5333,128.0293,7.5907,7.5898,-0.3491
148.7042,127.8432,7.5903,7.5893,-0.3491
148.8752,127.6571,7.5899,7.5888,-0.3491
149.0462,127.4711,7.5894,7.5879,-0.3491
149.2172,127.2852,7.5889,7.5871,-0.3491
149.3882,127.0995,7.5885,7.5862,-0.3491
149.5594,126.9138,7.5881,7.5853,-0.3491
149.7306,126.7282,7.5878,7.5845,-0.3491
149.9019,126.5428,7.5875,7.5837,-0.3491
150.0733,126.3576,7.5871,7.5829,-0.3491
150.2450,126.1724,7.5867,7.5821,-0.3491
150.4167,125.9875,7.5861,7.5813,-0.3491
150.5888,125.8026,7.5856,7.5804,-0.3491
150.7610,125.6180,7.5847,7.5795,-0.3491
150.9335,125.4334,7.5840,7.5785,-0.3491
151.1063,125.2490,7.5830,7.5775,-0.3491
151.2794,125.0648,7.5821,7.5763,-0.3491
151.4527,124.8807,7.5808,7.5752,-0.3491
151.6263,124.6968,7.5798,7.5740,-0.3491
151.8003,124.5130,7.5784,7.5728,-0.3491
151.9744,124.3294,7.5772,7.5715,-0.3491
152.1489,124.1460,7.5757,7.5702,-0.3491
152.3236,123.9627,7.5744,7.5688,-0.3491
152.4986,123.7796,7.5729,7.5675,-0.3491
152.6738,123.5967,7.5715,7.5660,-0.3491
152.8491,123.4140,7.5700,7.5647,-0.3491
153.0247,123.2315,7.5684,7.5632,-0.3491
153.2005,123.0492,7.5667,7.5616,-0.3491
153.3765,122.8671,7.5650,7.5598,-0.3491
153.5526,122.6853,7.5631,7.5579,-0.3491
153.7290,122.5037,7.5612,7.5558,-0.3491
153.9055,122.3223,7.5592,7.5537,-0.3491
154.0822,122.1412,7.5570,7.5515,-0.3491
154.2591,121.9604,7.5549,7.5492,-0.3491
154.4362,121.7797,7.5525,7.5468,-0.3491
154.6135,121.5994,7.5503,7.5444,-0.3491
154.7911,121.4193,7.5478,7.5418,-0.3491
154.9689,121.2394,7.5455,7.5393,-0.3491
155.1469,121.0597,7.5428,7.5366,-0.3491
155.3252,120.8803,7.5404,7.5340,-0.3491
155.5038,120.7010,7.5377,7.5313,-0.3491
155.6828,120.5220,7.5352,7.5286,-0.3491
155.8620,120.3431,7.5324,7.5258,-0.3491
156.0415,120.1645,7.5299,7.5230,-0.3491
156.2213,119.9860,7.5272,7.5202,-0.3491
156.4015,119.8078,7.5247,7.5174,-0.3491
156.5820,119.6297,7.5219,7.5145,-0.3491
156.7627,119.4520,7.5193,7.5118,-0.3491
156.9437,119.2744,7.5165,7.5089,-0.3491
157.1250,119.0972,7.5137,7.5062,-0.3491
157.3065,118.9204,7.5108,7.5034,-0.3491
157.4881,118.7438,7.5079,7.5007,-0.3491
157.6700,118.5676,7.5050,7.4980,-0.3491
157.8521,118.3917,7.5021,7.4954,-0.3491
158.0344,118.2162,7.4992,7.4927,-0.3491
158.2168,118.0410,7.4963,7.4901,-0.3491
158.3995,117.8662,7.4937,7.4875,-0.3491
158.5823,117.6916,7.4910,7.4851,-0.3491
158.7654,117.5173,7.4886,7.4826,-0.3491
158.9488,117.3432,7.4862,7.4803,-0.3491
159.1323,117.1694,7.4840,7.4780,-0.3491
159.3162,116.9958,7.4817,7.4758,-0.3491
159.5002,116.8224,7.4796,7.4736,-0.3491
159.6845,116.6492,7.4774,7.4716,-0.3491
159.8691,116.4762,7.4754,7.4696,-0.3491
160.0538,116.3034,7.4732,7.4678,-0.3491
160.2387,116.1308,7.4713,7.4659,-0.3491
160.4238,115.9585,7.4691,7.4640,-0.3491
160.6090,115.7864,7.4671,7.4621,-0.3491
160.7944,115.6145,7.4650,7.4602,-0.3491
160.9800,115.4428,7.4630,7.4581,-0.3491
161.1657,115.2713,7.4608,7.4561,-0.3491
161.3516,115.1000,7.4588,7.4541,-0.3491
161.5376,114.9289,7.4566,7.4521,-0.3491
161.7238,114.7580,7.4545,7.4500,-0.3491
161.9101,114.5872,7.4524,7.4480,-0.3491
162.0966,114.4166,7.4503,7.4460,-0.3491
162.2833,114.2462,7.4482,7.4440,-0.3491
162.4701,114.0759,7.4461,7.4421,-0.3491
162.6570,113.9059,7.4441,7.4401,-0.3491
162.8440,113.7360,7.4421,7.4382,-0.3491
163.0312,113.5664,7.4403,7.4363,-0.3491
163.2185,113.3969,7.4385,7.4343,-0.3491
163.4060,113.2277,7.4369,7.4323,-0.3491
163.5936,113.0588,7.4352,7.4303,-0.3491
163.7813,112.8901,7.4337,7.4282,-0.3491
163.9692,112.7216,7.4320,7.4261,-0.3491
164.1573,112.5534,7.4305,7.4240,-0.3491
164.3457,112.3854,7.4287,7.4221,-0.3491
164.5342,112.2177,7.4273,7.4201,-0.3491
164.7230,112.0503,7.4255,7.4183,-0.3491
164.9121,111.8831,7.4240,7.4164,-0.3491
165.1015,111.7162,7.4222,7.4147,-0.3491
165.2911,111.5495,7.4207,7.4129,-0.3491
165.4810,111.3832,7.4189,7.4112,-0.3491
165.6711,111.2171,7.4174,7.4095,-0.3491
165.8615,111.0513,7.4157,7.4079,-0.3491
166.0522,110.8857,7.4141,7.4063,-0.3491
166.2431,110.7205,7.4124,7.4047,-0.3491
166.4343,110.5556,7.4108,7.4031,-0.3491
166.6257,110.3910,7.4092,7.4016,-0.3491
166.8174,110.2267,7.4075,7.4001,-0.3491
167.0093,110.0627,7.4059,7.3986,-0.3491
167.2015,109.8989,7.4042,7.3972,-0.3491
167.3940,109.7354,7.4026,7.3958,-0.3491
167.5868,109.5721,7.4009,7.3944,-0.3491
167.7798,109.4090,7.3993,7.3931,-0.3491
167.9732,109.2462,7.3975,7.3918,-0.3491
168.1668,109.0835,7.3960,7.3905,-0.3491
168.3607,108.9211,7.3943,7.3893,-0.3491
168.5548,108.7588,7.3929,7.3880,-0.3491
168.7491,108.5968,7.3912,7.3866,-0.3491
168.9437,108.4349,7.3898,7.3852,-0.3491
169.1384,108.2732,7.3881,7.3836,-0.3491
169.3333,108.1118,7.3867,7.3820,-0.3491
169.5284,107.9505,7.3851,7.3804,-0.3491
169.7237,107.7894,7.3836,7.3787,-0.3491
169.9191,107.6285,7.3820,7.3769,-0.3491
170.1147,107.4677,7.3804,7.3751,-0.3491
170.3105,107.3072,7.3787,7.3732,-0.3491
170.5064,107.1469,7.3770,7.3713,-0.3491
170.7025,106.9868,7.3751,7.3694,-0.3491
170.8988,106.8270,7.3731,7.3674,-0.3491
171.0951,106.6674,7.3711,7.3652,-0.3491
171.2917,106.5080,7.3690,7.3631,-0.3491
171.4883,106.3489,7.3668,7.3607,-0.3491
171.6852,106.1901,7.3646,7.3584,-0.3491
171.8821,106.0315,7.3623,7.3558,-0.3491
172.0792,105.8733,7.3600,7.3534,-0.3491
172.2765,105.7153,7.3577,7.3509,-0.3491
172.4739,105.5577,7.3553,7.3485,-0.3491
172.6714,105.4003,7.3530,7.3461,-0.3491
172.8691,105.2433,7.3506,7.3438,-0.3491
173.0670,105.0866,7.3484,7.3415,-0.3491
173.2651,104.9302,7.3461,7.3393,-0.3491
173.4633,104.7740,7.3440,7.3371,-0.3491
173.6617,104.6182,7.3417,7.3350,-0.3491
173.8602,104.4627,7.3398,7.3329,-0.3491
174.0590,104.3074,7.3376,7.3311,-0.3491
174.2579,104.1524,7.3357,7.3291,-0.3491
174.4569,103.9977,7.3338,7.3274,-0.3491
174.6562,103.8433,7.3320,7.3257,-0.3491
174.8556,103.6891,7.3302,7.3242,-0.3491
175.0551,103.5351,7.3287,7.3227,-0.3491
175.2548,103.3814,7.3271,7.3214,-0.3491
175.4547,103.2279,7.3257,7.3202,-0.3491
175.6547,103.0747,7.3244,7.3191,-0.3491
175.8548,102.9216,7.3233,7.3181,-0.3491
176.0552,102.7687,7.3223,7.3174,-0.3491
176.2556,102.6161,7.3214,7.3167,-0.3491
176.4563,102.4635,7.3207,7.3162,-0.3491
176.6571,102.3112,7.3202,7.3157,-0.3491
176.8580,102.1590,7.3198,7.3154,-0.3491
177.0591,102.0070,7.3195,7.3150,-0.3491
177.2604,101.8551,7.3193,7.3148,-0.3491
177.4618,101.7034,7.3191,7.3146,-0.3491
177.6634,101.5518,7.3189,7.3144,-0.3491
177.8651,101.4004,7.3187,7.3142,-0.3491
178.0669,101.2491,7.3185,7.3142,-0.3491
178.2689,101.0980,7.3184,7.3141,-0.3491
178.4710,100.9470,7.3183,7.3141,-0.3491
178.6733,100.7961,7.3182,7.3140,-0.3491
178.8756,100.6455,7.3181,7.3141,-0.3491
179.0781,100.4949,7.3181,7.3141,-0.3491
179.2808,100.3445,7.3181,7.3142,-0.3491
179.4836,100.1942,7.3181,7.3142,-0.3491
179.6865,100.0441,7.3182,7.3143,-0.3491
179.8895,99.8940,7.3183,7.3142,-0.3491
180.0927,99.7442,7.3186,7.3145,-0.3491
180.2960,99.5944,7.3188,7.3147,-0.3491
180.4994,99.4447,7.3192,7.3153,-0.3491
180.7029,99.2952,7.3195,7.3158,-0.3491
180.9065,99.1458,7.3201,7.3167,-0.3491
181.1103,98.9965,7.3209,7.3176,-0.3491
181.3141,98.8474,7.3219,7.3190,-0.3491
181.5180,98.6983,7.3233,7.3203,-0.3491
181.7220,98.5495,7.3249,7.3220,-0.3491
181.9260,98.4007,7.3268,7.3238,-0.3491
182.1302,98.2520,7.3290,7.3259,-0.3491
182.3344,98.1035,7.3314,7.3280,-0.3491
182.5386,97.9552,7.3340,7.3305,-0.3491
182.7430,97.8069,7.3368,7.3330,-0.3491
182.9474,97.6588,7.3397,7.3359,-0.3491
183.1520,97.5108,7.3427,7.3387,-0.3491
183.3566,97.3629,7.3459,7.3419,-0.3491
183.5614,97.2152,7.3491,7.3450,-0.3491
183.7663,97.0675,7.3525,7.3484,-0.3491
183.9714,96.9200,7.3559,7.3518,-0.3491
184.1765,96.7727,7.3594,7.3554,-0.3491
184.3818,96.6255,7.3630,7.3591,-0.3491
184.5872,96.4784,7.3666,7.3629,-0.3491
184.7926,96.3315,7.3702,7.3667,-0.3491
184.9982,96.1848,7.3739,7.3706,-0.3491
185.2038,96.0382,7.3775,7.3745,-0.3491
185.4096,95.8918,7.3811,7.3784,-0.3491
185.6153,95.7455,7.3847,7.3822,-0.3491
185.8212,95.5993,7.3883,7.3859,-0.3491
186.0271,95.4533,7.3918,7.3895,-0.3491
186.2332,95.3073,7.3952,7.3930,-0.3491
186.4392,95.1615,7.3986,7.3965,-0.3491
186.6454,95.0158,7.4018,7.3998,-0.3491
186.8517,94.8702,7.4050,7.4031,-0.3491
187.0581,94.7247,7.4082,7.4063,-0.3491
187.2645,94.5792,7.4114,7.4095,-0.3491
187.4710,94.4339,7.4146,7.4125,-0.3491
187.6776,94.2887,7.4180,7.4155,-0.3491
187.8842,94.1437,7.4212,7.4184,-0.3491
188.0909,93.9987,7.4244,7.4212,-0.3491
188.2977,93.8540,7.4274,7.4238,-0.3491
188.5046,93.7094,7.4305,7.4263,-0.3491
188.7116,93.5650,7.4334,7.4286,-0.3491
188.9188,93.4208,7.4363,7.4310,-0.3491
189.1261,93.2768,7.4389,7.4332,-0.3491
189.3336,93.1330,7.4417,7.4355,-0.3491
189.5413,92.9894,7.4441,7.4376,-0.3491
189.7493,92.8460,7.4467,7.4399,-0.3491
189.9576,92.7028,7.4489,7.4419,-0.3491
190.1662,92.5598,7.4514,7.4440,-0.3491
190.3751,92.4171,7.4533,7.4458,-0.3491
190.5843,92.2747,7.4556,7.4478,-0.3491
190.7937,92.1325,7.4574,7.4495,-0.3491
191.0035,91.9907,7.4594,7.4514,-0.3491
191.2135,91.8492,7.4611,7.4528,-0.3491
191.4237,91.7080,7.4628,7.4545,-0.3491
191.6341,91.5673,7.4644,7.4558,-0.3491
191.8447,91.4269,7.4658,7.4572,-0.3491
192.0554,91.2870,7.4672,7.4584,-0.3491
192.2663,91.1475,7.4683,7.4596,-0.3491
192.4774,91.0084,7.4695,7.4605,-0.3491
192.6886,90.8698,7.4703,7.4615,-0.3491
192.9001,90.7315,7.4713,7.4623,-0.3491
193.1117,90.5937,7.4718,7.4630,-0.3491
193.3235,90.4563,7.4726,7.4636,-0.3491
193.5355,90.3194,7.4728,7.4641,-0.3491
193.7477,90.1828,7.4733,7.4644,-0.3491
193.9601,90.0466,7.4732,7.4648,-0.3491
194.1727,89.9108,7.4734,7.4649,-0.3491
194.3856,89.7754,7.4731,7.4650,-0.3491
194.5986,89.6404,7.4730,7.4649,-0.3491
194.8118,89.5057,7.4725,7.4648,-0.3491
