x_m,y_m,w_tr_right_m,w_tr_left_m,banking_rad
616.4293,222.4805,7.5088,7.5532,-0.1047
616.6256,222.6433,7.5074,7.5527,-0.1047
616.8218,222.8062,7.5061,7.5523,-0.1047
617.0181,222.9690,7.5048,7.5519,-0.1047
617.2143,223.1318,7.5035,7.5515,-0.1047
617.4106,223.2946,7.5022,7.5510,-0.1047
617.6068,223.4574,7.5009,7.5506,-0.1047
617.8031,223.6203,7.4997,7.5502,-0.1047
617.9993,223.7831,7.4984,7.5497,-0.1047
618.1956,223.9459,7.4972,7.5492,-0.1047
618.3918,224.1087,7.4960,7.5487,-0.1047
618.5881,224.2715,7.4948,7.5482,-0.1047
618.7843,224.4344,7.4937,7.5477,-0.1047
618.9806,224.5972,7.4926,7.5472,-0.1047
619.1768,224.7600,7.4915,7.5466,-0.1047
619.3731,224.9228,7.4905,7.5460,-0.1047
619.5693,225.0857,7.4895,7.5454,-0.1047
619.7656,225.2485,7.4886,7.5448,-0.1047
619.9618,225.4113,7.4878,7.5442,-0.1047
620.1580,225.5741,7.4870,7.5435,-0.1047
620.3543,225.7369,7.4863,7.5429,-0.1047
620.5505,225.8998,7.4857,7.5422,-0.1047
620.7468,226.0626,7.4851,7.5414,-0.1047
620.9430,226.2254,7.4846,7.5407,-0.1047
621.1393,226.3882,7.4841,7.5399,-0.1047
621.3355,226.5510,7.4838,7.5391,-0.1047
621.5318,226.7139,7.4835,7.5383,-0.1047
621.7280,226.8767,7.4834,7.5374,-0.1047
621.9243,227.0395,7.4832,7.5366,-0.1047
622.1205,227.2023,7.4833,7.5356,-0.1047
622.3168,227.3651,7.4833,7.5347,-0.1047
622.5130,227.5280,7.4835,7.5337,-0.1047
622.7093,227.6908,7.4838,7.5328,-0.1047
622.9055,227.8536,7.4841,7.5318,-0.1047
623.1018,228.0164,7.4845,7.5307,-0.1047
623.2980,228.1792,7.4850,7.5296,-0.1047
623.4943,228.3421,7.4855,7.5285,-0.1047
623.6905,228.5049,7.4860,7.5273,-0.1047
623.8868,228.6677,7.4866,7.5261,-0.1047
624.0830,228.8305,7.4872,7.5248,-0.1047
624.2793,228.9934,7.4878,7.5235,-0.1047
624.4755,229.1562,7.4885,7.5221,-0.1047
624.6718,229.3190,7.4892,7.5207,-0.1047
624.8680,229.4818,7.4899,7.5193,-0.1047
625.0643,229.6446,7.4907,7.5178,-0.1047
625.2605,229.8075,7.4914,7.5163,-0.1047
625.4568,229.9703,7.4922,7.5148,-0.1047
625.6530,230.1331,7.4929,7.5132,-0.1047
625.8493,230.2959,7.4937,7.5116,-0.1047
626.0455,230.4587,7.4944,7.5100,-0.1047
626.2418,230.6216,7.4951,7.5084,-0.1047
626.4380,230.7844,7.4959,7.5068,-0.1047
626.6343,230.9472,7.4966,7.5051,-0.1047
626.8305,231.1100,7.4973,7.5035,-0.1047
627.0268,231.2728,7.4980,7.5018,-0.1047
627.2230,231.4357,7.4987,7.5002,-0.1047
627.4193,231.5985,7.4994,7.4985,-0.1047
627.6155,231.7613,7.5000,7.4968,-0.1047
627.8118,231.9241,7.5006,7.4952,-0.1047
628.0080,232.0869,7.5012,7.4935,-0.1047
628.2043,232.2498,7.5018,7.4919,-0.1047
628.4005,232.4126,7.5023,7.4903,-0.1047
628.5967,232.5754,7.5028,7.4886,-0.1047
628.7930,232.7382,7.5033,7.4870,-0.1047
628.9892,232.9011,7.5038,7.4854,-0.1047
629.1855,233.0639,7.5043,7.4839,-0.1047
629.3817,233.2267,7.5049,7.4823,-0.1047
629.5780,233.3895,7.5054,7.4808,-0.1047
629.7742,233.5523,7.5059,7.4793,-0.1047
629.9705,233.7152,7.5064,7.4779,-0.1047
630.1667,233.8780,7.5069,7.4765,-0.1047
630.3630,234.0408,7.5074,7.4751,-0.1047
630.5592,234.2036,7.5079,7.4737,-0.1047
630.7555,234.3664,7.5084,7.4724,-0.1047
630.9517,234.5293,7.5091,7.4711,-0.1047
631.1480,234.6921,7.5098,7.4698,-0.1047
631.3442,234.8549,7.5105,7.4686,-0.1047
631.5405,235.0177,7.5113,7.4674,-0.1047
631.7367,235.1805,7.5122,7.4662,-0.1047
631.9330,235.3434,7.5131,7.4651,-0.1047
632.1292,235.5062,7.5140,7.4640,-0.1047
632.3255,235.6690,7.5149,7.4630,-0.1047
632.5217,235.8318,7.5159,7.4620,-0.1047
632.7180,235.9946,7.5168,7.4611,-0.1047
632.9142,236.1575,7.5178,7.4602,-0.1047
633.1105,236.3203,7.5187,7.4594,-0.1047
633.3067,236.4831,7.5196,7.4587,-0.1047
633.5030,236.6459,7.5205,7.4580,-0.1047
633.6992,236.8087,7.5213,7.4574,-0.1047
633.8955,236.9716,7.5222,7.4568,-0.1047
634.0917,237.1344,7.5230,7.4564,-0.1047
634.2880,237.2972,7.5237,7.4560,-0.1047
634.4842,237.4600,7.5244,7.4557,-0.1047
634.6805,237.6229,7.5251,7.4555,-0.1047
634.8767,237.7857,7.5258,7.4553,-0.1047
635.0730,237.9485,7.5264,7.4552,-0.1047
635.2692,238.1113,7.5268,7.4551,-0.1047
635.4655,238.2741,7.5272,7.4551,-0.1047
635.6617,238.4370,7.5272,7.4551,-0.1047
635.8580,238.5998,7.5272,7.4553,-0.1047
636.0542,238.7626,7.5268,7.4554,-0.1047
636.2505,238.9254,7.5265,7.4557,-0.1047
636.4467,239.0882,7.5258,7.4560,-0.1047
636.6430,239.2511,7.5251,7.4564,-0.1047
636.8392,239.4139,7.5242,7.4568,-0.1047
637.0354,239.5767,7.5232,7.4573,-0.1047
637.2317,239.7395,7.5220,7.4578,-0.1047
637.4279,239.9023,7.5209,7.4584,-0.1047
637.6242,240.0652,7.5195,7.4590,-0.1047
637.8204,240.2280,7.5181,7.4598,-0.1047
638.0167,240.3908,7.5166,7.4605,-0.1047
638.2129,240.5536,7.5151,7.4613,-0.1047
638.4092,240.7164,7.5135,7.4622,-0.1047
638.6054,240.8793,7.5119,7.4631,-0.1047
638.8017,241.0421,7.5103,7.4642,-0.1047
638.9979,241.2049,7.5086,7.4653,-0.1047
639.1942,241.3677,7.5069,7.4665,-0.1047
639.3904,241.5306,7.5053,7.4677,-0.1047
639.5867,241.6934,7.5035,7.4690,-0.1047
639.7829,241.8562,7.5019,7.4704,-0.1047
639.9792,242.0190,7.5003,7.4718,-0.1047
640.1754,242.1818,7.4987,7.4732,-0.1047
640.3717,242.3447,7.4974,7.4747,-0.1047
640.5679,242.5075,7.4961,7.4762,-0.1047
640.7642,242.6703,7.4949,7.4777,-0.1047
640.9604,242.8331,7.4939,7.4792,-0.1047
641.1567,242.9959,7.4930,7.4807,-0.1047
641.3529,243.1588,7.4921,7.4823,-0.1047
641.5492,243.3216,7.4914,7.4838,-0.1047
641.7454,243.4844,7.4907,7.4853,-0.1047
641.9417,243.6472,7.4902,7.4867,-0.1047
642.1379,243.8100,7.4897,7.4882,-0.1047
642.3342,243.9729,7.4893,7.4896,-0.1047
642.5304,244.1357,7.4889,7.4910,-0.1047
642.7267,244.2985,7.4887,7.4923,-0.1047
642.9229,244.4613,7.4884,7.4937,-0.1047
643.1192,244.6241,7.4883,7.4951,-0.1047
643.3154,244.7870,7.4882,7.4964,-0.1047
643.5117,244.9498,7.4881,7.4977,-0.1047
643.7079,245.1126,7.4881,7.4989,-0.1047
643.9042,245.2754,7.4881,7.5002,-0.1047
644.1004,245.4382,7.4882,7.5014,-0.1047
644.2967,245.6011,7.4883,7.5026,-0.1047
644.4929,245.7639,7.4884,7.5037,-0.1047
644.6892,245.9267,7.4885,7.5048,-0.1047
644.8854,246.0895,7.4887,7.5058,-0.1047
645.0817,246.2524,7.4889,7.5068,-0.1047
645.2779,246.4152,7.4891,7.5078,-0.1047
645.4741,246.5780,7.4894,7.5087,-0.1047
645.6704,246.7408,7.4896,7.5095,-0.1047
645.8666,246.9036,7.4898,7.5103,-0.1047
646.0629,247.0665,7.4900,7.5111,-0.1047
646.2591,247.2293,7.4902,7.5118,-0.1047
646.4554,247.3921,7.4902,7.5125,-0.1047
646.6516,247.5549,7.4903,7.5131,-0.1047
646.8479,247.7177,7.4903,7.5136,-0.1047
647.0441,247.8806,7.4903,7.5142,-0.1047
647.2404,248.0434,7.4903,7.5146,-0.1047
647.4366,248.2062,7.4903,7.5150,-0.1047
647.6329,248.3690,7.4903,7.5153,-0.1047
647.8291,248.5318,7.4903,7.5155,-0.1047
648.0254,248.6947,7.4903,7.5157,-0.1047
648.2216,248.8575,7.4904,7.5158,-0.1047
648.4179,249.0203,7.4904,7.5158,-0.1047
648.6141,249.1831,7.4905,7.5157,-0.1047
648.8104,249.3459,7.4907,7.5156,-0.1047
649.0066,249.5088,7.4909,7.5152,-0.1047
649.2029,249.6716,7.4912,7.5149,-0.1047
649.3991,249.8344,7.4915,7.5144,-0.1047
649.5954,249.9972,7.4919,7.5139,-0.1047
649.7916,250.1601,7.4924,7.5132,-0.1047
649.9879,250.3229,7.4930,7.5125,-0.1047
650.1841,250.4857,7.4936,7.5117,-0.1047
650.3804,250.6485,7.4944,7.5108,-0.1047
650.5766,250.8113,7.4951,7.5098,-0.1047
650.7729,250.9742,7.4959,7.5087,-0.1047
650.9691,251.1370,7.4967,7.5076,-0.1047
651.1654,251.2998,7.4974,7.5064,-0.1047
651.3616,251.4626,7.4982,7.5050,-0.1047
651.5579,251.6254,7.4989,7.5036,-0.1047
651.7541,251.7883,7.4997,7.5022,-0.1047
651.9504,251.9511,7.5004,7.5006,-0.1047
652.1466,252.1139,7.5011,7.4989,-0.1047
652.3429,252.2767,7.5018,7.4972,-0.1047
652.5391,252.4395,7.5024,7.4954,-0.1047
652.7354,252.6024,7.5030,7.4935,-0.1047
652.9316,252.7652,7.5036,7.4916,-0.1047
653.1279,252.9280,7.5042,7.4896,-0.1047
653.3241,253.0908,7.5047,7.4875,-0.1047
653.5204,253.2536,7.5050,7.4853,-0.1047
653.7166,253.4165,7.5054,7.4831,-0.1047
653.9128,253.5793,7.5057,7.4808,-0.1047
654.1091,253.7421,7.5059,7.4785,-0.1047
654.3053,253.9049,7.5060,7.4761,-0.1047
654.5016,254.0678,7.5060,7.4737,-0.1047
654.6978,254.2306,7.5058,7.4712,-0.1047
654.8941,254.3934,7.5057,7.4687,-0.1047
655.0903,254.5562,7.5054,7.4661,-0.1047
655.2866,254.7190,7.5051,7.4634,-0.1047
655.4828,254.8819,7.5049,7.4608,-0.1047
655.6791,255.0447,7.5047,7.4580,-0.1047
655.8753,255.2075,7.5046,7.4551,-0.1047
656.0716,255.3703,7.5046,7.4522,-0.1047
656.2678,255.5331,7.5047,7.4492,-0.1047
656.4641,255.6960,7.5048,7.4462,-0.1047
656.6603,255.8588,7.5050,7.4431,-0.1047
656.8566,256.0216,7.5053,7.4401,-0.1047
657.0528,256.1844,7.5058,7.4370,-0.1047
657.2491,256.3472,7.5063,7.4338,-0.1047
657.4453,256.5101,7.5070,7.4307,-0.1047
657.6416,256.6729,7.5078,7.4276,-0.1047
657.8378,256.8357,7.5087,7.4244,-0.1047
658.0341,256.9985,7.5098,7.4213,-0.1047
658.2303,257.1613,7.5111,7.4181,-0.1047
658.4266,257.3242,7.5125,7.4149,-0.1047
658.6228,257.4870,7.5141,7.4117,-0.1047
658.8191,257.6498,7.5159,7.4085,-0.1047
659.0153,257.8126,7.5180,7.4053,-0.1047
659.2116,257.9754,7.5202,7.4021,-0.1047
659.4078,258.1383,7.5226,7.3989,-0.1047
659.6041,258.3011,7.5252,7.3958,-0.1047
659.8003,258.4639,7.5280,7.3927,-0.1047
659.9966,258.6267,7.5308,7.3896,-0.1047
660.1928,258.7896,7.5337,7.3866,-0.1047
660.3891,258.9524,7.5367,7.3836,-0.1047
660.5853,259.1152,7.5397,7.3807,-0.1047
660.7816,259.2780,7.5429,7.3778,-0.1047
660.9778,259.4408,7.5460,7.3749,-0.1047
661.1741,259.6037,7.5492,7.3722,-0.1047
661.3703,259.7665,7.5525,7.3695,-0.1047
661.5666,259.9293,7.5558,7.3668,-0.1047
661.7628,260.0921,7.5591,7.3643,-0.1047
661.9591,260.2549,7.5624,7.3618,-0.1047
662.1553,260.4178,7.5658,7.3594,-0.1047
662.3515,260.5806,7.5692,7.3571,-0.1047
662.5478,260.7434,7.5725,7.3549,-0.1047
662.7440,260.9062,7.5759,7.3528,-0.1047
662.9403,261.0690,7.5792,7.3507,-0.1047
663.1365,261.2319,7.5825,7.3488,-0.1047
663.3328,261.3947,7.5858,7.3470,-0.1047
663.5290,261.5575,7.5890,7.3453,-0.1047
663.7253,261.7203,7.5922,7.3437,-0.1047
663.9215,261.8831,7.5953,7.3423,-0.1047
664.1178,262.0460,7.5985,7.3409,-0.1047
664.3140,262.2088,7.6015,7.3397,-0.1047
664.5103,262.3716,7.6045,7.3386,-0.1047
664.7065,262.5344,7.6074,7.3376,-0.1047
664.9028,262.6973,7.6103,7.3367,-0.1047
665.0990,262.8601,7.6131,7.3360,-0.1047
665.2953,263.0229,7.6158,7.3353,-0.1047
665.4915,263.1857,7.6184,7.3348,-0.1047
665.6878,263.3485,7.6209,7.3343,-0.1047
665.8840,263.5114,7.6234,7.3340,-0.1047
666.0803,263.6742,7.6259,7.3337,-0.1047
666.2765,263.8370,7.6284,7.3335,-0.1047
666.4728,263.9998,7.6308,7.3335,-0.1047
666.6690,264.1626,7.6332,7.3335,-0.1047
666.8653,264.3255,7.6355,7.3336,-0.1047
667.0615,264.4883,7.6378,7.3338,-0.1047
667.2578,264.6511,7.6401,7.3341,-0.1047
667.4540,264.8139,7.6423,7.3344,-0.1047
667.6503,264.9767,7.6444,7.3349,-0.1047
667.8465,265.1396,7.6465,7.3354,-0.1047
668.0428,265.3024,7.6486,7.3361,-0.1047
668.2390,265.4652,7.6505,7.3367,-0.1047
668.4353,265.6280,7.6524,7.3375,-0.1047
668.6315,265.7908,7.6543,7.3383,-0.1047
668.8278,265.9537,7.6561,7.3392,-0.1047
669.0240,266.1165,7.6578,7.3402,-0.1047
669.2203,266.2793,7.6595,7.3412,-0.1047
669.4165,266.4421,7.6611,7.3423,-0.1047
669.6128,266.6050,7.6626,7.3434,-0.1047
669.8090,266.7678,7.6641,7.3446,-0.1047
670.0053,266.9306,7.6655,7.3458,-0.1047
670.2015,267.0934,7.6668,7.3471,-0.1047
670.3978,267.2562,7.6681,7.3484,-0.1047
670.5940,267.4191,7.6693,7.3497,-0.1047
670.7902,267.5819,7.6705,7.3511,-0.1047
670.9865,267.7447,7.6715,7.3525,-0.1047
671.1827,267.9075,7.6726,7.3539,-0.1047
671.3790,268.0703,7.6735,7.3554,-0.1047
671.5752,268.2332,7.6745,7.3568,-0.1047
671.7715,268.3960,7.6753,7.3583,-0.1047
671.9677,268.5588,7.6761,7.3597,-0.1047
672.1640,268.7216,7.6768,7.3612,-0.1047
672.3602,268.8844,7.6775,7.3626,-0.1047
672.5565,269.0473,7.6781,7.3640,-0.1047
672.7527,269.2101,7.6786,7.3654,-0.1047
672.9490,269.3729,7.6790,7.3668,-0.1047
673.1452,269.5357,7.6794,7.3681,-0.1047
673.3415,269.6985,7.6797,7.3694,-0.1047
673.5377,269.8614,7.6799,7.3706,-0.1047
673.7340,270.0242,7.6800,7.3718,-0.1047
673.9302,270.1870,7.6801,7.3729,-0.1047
674.1265,270.3498,7.6801,7.3739,-0.1047
674.3227,270.5126,7.6800,7.3749,-0.1047
674.5190,270.6755,7.6799,7.3759,-0.1047
674.7152,270.8383,7.6796,7.3768,-0.1047
674.9115,271.0011,7.6793,7.3777,-0.1047
675.1077,271.1639,7.6789,7.3786,-0.1047
675.3040,271.3268,7.6785,7.3794,-0.1047
675.5002,271.4896,7.6779,7.3803,-0.1047
675.6965,271.6524,7.6774,7.3811,-0.1047
675.8927,271.8152,7.6767,7.3819,-0.1047
676.0890,271.9780,7.6759,7.3827,-0.1047
676.2852,272.1409,7.6751,7.3835,-0.1047
676.4815,272.3037,7.6743,7.3843,-0.1047
676.6777,272.4665,7.6733,7.3850,-0.1047
676.8740,272.6293,7.6724,7.3857,-0.1047
677.0702,272.7921,7.6713,7.3863,-0.1047
677.2665,272.9550,7.6702,7.3869,-0.1047
677.4627,273.1178,7.6691,7.3875,-0.1047
677.6590,273.2806,7.6679,7.3880,-0.1047
677.8552,273.4434,7.6666,7.3885,-0.1047
678.0515,273.6062,7.6653,7.3890,-0.1047
678.2477,273.7691,7.6639,7.3895,-0.1047
678.4440,273.9319,7.6625,7.3900,-0.1047
678.6402,274.0947,7.6610,7.3904,-0.1047
678.8365,274.2575,7.6595,7.3908,-0.1047
679.0327,274.4203,7.6579,7.3913,-0.1047
679.2289,274.5832,7.6563,7.3917,-0.1047
679.4252,274.7460,7.6546,7.3922,-0.1047
679.6214,274.9088,7.6529,7.3926,-0.1047
679.8177,275.0716,7.6511,7.3931,-0.1047
680.0139,275.2345,7.6493,7.3936,-0.1047
680.2102,275.3973,7.6474,7.3941,-0.1047
680.4064,275.5601,7.6455,7.3946,-0.1047
680.6027,275.7229,7.6435,7.3951,-0.1047
680.7989,275.8857,7.6415,7.3957,-0.1047
680.9952,276.0486,7.6395,7.3962,-0.1047
681.1914,276.2114,7.6374,7.3969,-0.1047
681.3877,276.3742,7.6353,7.3975,-0.1047
681.5839,276.5370,7.6331,7.3982,-0.1047
681.7802,276.6998,7.6309,7.3989,-0.1047
681.9764,276.8627,7.6287,7.3996,-0.1047
682.1727,277.0255,7.6265,7.4004,-0.1047
682.3689,277.1883,7.6243,7.4012,-0.1047
682.5652,277.3511,7.6220,7.4020,-0.1047
682.7614,277.5139,7.6197,7.4029,-0.1047
682.9577,277.6768,7.6174,7.4038,-0.1047
683.1539,277.8396,7.6151,7.4048,-0.1047
683.3502,278.0024,7.6128,7.4058,-0.1047
683.5464,278.1652,7.6105,7.4068,-0.1047
683.7427,278.3280,7.6082,7.4079,-0.1047
683.9389,278.4909,7.6058,7.4091,-0.1047
684.1352,278.6537,7.6035,7.4103,-0.1047
684.3314,278.8165,7.6011,7.4115,-0.1047
684.5277,278.9793,7.5986,7.4129,-0.1047
684.7239,279.1422,7.5962,7.4142,-0.1047
684.9202,279.3050,7.5936,7.4157,-0.1047
685.1164,279.4678,7.5911,7.4171,-0.1047
685.3127,279.6306,7.5884,7.4187,-0.1047
685.5089,279.7934,7.5858,7.4203,-0.1047
685.7052,279.9563,7.5830,7.4219,-0.1047
685.9014,280.1191,7.5803,7.4236,-0.1047
686.0977,280.2819,7.5775,7.4254,-0.1047
686.2939,280.4447,7.5746,7.4272,-0.1047
686.4902,280.6075,7.5717,7.4291,-0.1047
686.6864,280.7704,7.5688,7.4310,-0.1047
686.8827,280.9332,7.5658,7.4329,-0.1047
687.0789,281.0960,7.5628,7.4350,-0.1047
687.2752,281.2588,7.5598,7.4370,-0.1047
687.4714,281.4216,7.5568,7.4392,-0.1047
687.6676,281.5845,7.5537,7.4413,-0.1047
687.8639,281.7473,7.5506,7.4435,-0.1047
688.0601,281.9101,7.5475,7.4458,-0.1047
688.2564,282.0729,7.5444,7.4481,-0.1047
688.4526,282.2357,7.5413,7.4504,-0.1047
688.6489,282.3986,7.5382,7.4528,-0.1047
688.8451,282.5614,7.5351,7.4553,-0.1047
689.0414,282.7242,7.5320,7.4577,-0.1047
689.2376,282.8870,7.5289,7.4602,-0.1047
689.4338,283.0498,7.5258,7.4628,-0.1047
689.6299,283.2125,7.5228,7.4653,-0.1047
689.8259,283.3751,7.5197,7.4679,-0.1047
690.0218,283.5377,7.5167,7.4705,-0.1047
690.2175,283.7001,7.5137,7.4731,-0.1047
690.4131,283.8624,7.5108,7.4756,-0.1047
690.6084,284.0246,7.5079,7.4782,-0.1047
690.8035,284.1866,7.5051,7.4807,-0.1047
690.9983,284.3485,7.5023,7.4832,-0.1047
691.1930,284.5104,7.4996,7.4858,-0.1047
691.3876,284.6722,7.4970,7.4883,-0.1047
691.5821,284.8340,7.4945,7.4908,-0.1047
691.7766,284.9959,7.4920,7.4934,-0.1047
691.9712,285.1578,7.4895,7.4959,-0.1047
692.1658,285.3199,7.4871,7.4984,-0.1047
692.3605,285.4822,7.4847,7.5009,-0.1047
692.5555,285.6446,7.4823,7.5033,-0.1047
692.7506,285.8073,7.4799,7.5058,-0.1047
692.9459,285.9701,7.4776,7.5082,-0.1047
693.1414,286.1330,7.4752,7.5107,-0.1047
693.3370,286.2961,7.4729,7.5131,-0.1047
693.5326,286.4592,7.4706,7.5154,-0.1047
693.7284,286.6224,7.4683,7.5178,-0.1047
693.9242,286.7857,7.4661,7.5201,-0.1047
694.1200,286.9490,7.4639,7.5223,-0.1047
694.3158,287.1123,7.4617,7.5245,-0.1047
694.5117,287.2755,7.4596,7.5266,-0.1047
694.7075,287.4388,7.4575,7.5287,-0.1047
694.9033,287.6021,7.4555,7.5307,-0.1047
695.0992,287.7654,7.4536,7.5326,-0.1047
695.2950,287.9286,7.4517,7.5344,-0.1047
695.4908,288.0919,7.4499,7.5361,-0.1047
695.6867,288.2552,7.4483,7.5377,-0.1047
695.8825,288.4185,7.4466,7.5393,-0.1047
696.0783,288.5818,7.4451,7.5408,-0.1047
696.2742,288.7450,7.4437,7.5423,-0.1047
696.4700,288.9083,7.4424,7.5436,-0.1047
696.6659,289.0716,7.4411,7.5449,-0.1047
696.8617,289.2349,7.4400,7.5460,-0.1047
697.0575,289.3982,7.4390,7.5472,-0.1047
697.2534,289.5614,7.4381,7.5482,-0.1047
697.4492,289.7247,7.4372,7.5491,-0.1047
697.6450,289.8880,7.4366,7.5499,-0.1047
697.8409,290.0513,7.4359,7.5507,-0.1047
698.0367,290.2146,7.4355,7.5513,-0.1047
698.2325,290.3778,7.4351,7.5519,-0.1047
698.4284,290.5411,7.4349,7.5524,-0.1047
698.6242,290.7044,7.4347,7.5527,-0.1047
698.8200,290.8677,7.4347,7.5530,-0.1047
699.0159,291.0309,7.4347,7.5532,-0.1047
699.2117,291.1942,7.4350,7.5532,-0.1047
699.4075,291.3575,7.4352,7.5531,-0.1047
699.6034,291.5208,7.4357,7.5529,-0.1047
699.7992,291.6841,7.4362,7.5524,-0.1047
699.9950,291.8473,7.4369,7.5520,-0.1047
700.1909,292.0106,7.4377,7.5513,-0.1047
700.3867,292.1739,7.4386,7.5506,-0.1047
700.5825,292.3372,7.4396,7.5496,-0.1047
700.7784,292.5005,7.4408,7.5487,-0.1047
700.9742,292.6637,7.4420,7.5476,-0.1047
701.1700,292.8270,7.4434,7.5464,-0.1047
701.3659,292.9903,7.4448,7.5452,-0.1047
701.5617,293.1536,7.4464,7.5439,-0.1047
701.7575,293.3168,7.4480,7.5424,-0.1047
701.9534,293.4801,7.4498,7.5410,-0.1047
702.1492,293.6434,7.4517,7.5394,-0.1047
702.3450,293.8067,7.4537,7.5378,-0.1047
702.5409,293.9700,7.4557,7.5362,-0.1047
702.7367,294.1332,7.4578,7.5345,-0.1047
702.9325,294.2965,7.4601,7.5328,-0.1047
703.1284,294.4598,7.4624,7.5311,-0.1047
703.3242,294.6231,7.4647,7.5293,-0.1047
703.5200,294.7864,7.4672,7.5274,-0.1047
703.7157,294.9495,7.4697,7.5256,-0.1047
703.9110,295.1123,7.4723,7.5237,-0.1047
704.1058,295.2747,7.4749,7.5219,-0.1047
704.2998,295.4365,7.4776,7.5200,-0.1047
704.4930,295.5975,7.4803,7.5182,-0.1047
704.6851,295.7576,7.4831,7.5163,-0.1047
704.8759,295.9166,7.4858,7.5146,-0.1047
705.0654,296.0744,7.4887,7.5128,-0.1047
705.2532,296.2309,7.4915,7.5112,-0.1047
705.4399,296.3862,7.4944,7.5097,-0.1047
705.6257,296.5407,7.4972,7.5082,-0.1047
705.8110,296.6948,7.5001,7.5069,-0.1047
705.9961,296.8486,7.5029,7.5057,-0.1047
706.1816,297.0025,7.5057,7.5046,-0.1047
706.3676,297.1567,7.5084,7.5037,-0.1047
706.5545,297.3117,7.5112,7.5028,-0.1047
706.7428,297.4676,7.5140,7.5021,-0.1047
706.9327,297.6248,7.5167,7.5016,-0.1047
707.1241,297.7832,7.5195,7.5011,-0.1047
707.3168,297.9426,7.5223,7.5007,-0.1047
707.5105,298.1029,7.5251,7.5005,-0.1047
707.7052,298.2638,7.5279,7.5003,-0.1047
707.9007,298.4254,7.5307,7.5003,-0.1047
708.0966,298.5874,7.5335,7.5003,-0.1047
708.2929,298.7498,7.5363,7.5005,-0.1047
708.4894,298.9122,7.5391,7.5009,-0.1047
708.6860,299.0747,7.5419,7.5014,-0.1047
708.8825,299.2371,7.5446,7.5021,-0.1047
709.0790,299.3996,7.5474,7.5031,-0.1047
709.2755,299.5620,7.5500,7.5042,-0.1047
709.4720,299.7245,7.5526,7.5055,-0.1047
709.6685,299.8870,7.5552,7.5069,-0.1047
709.8650,300.0494,7.5577,7.5086,-0.1047
710.0615,300.2119,7.5600,7.5104,-0.1047
710.2580,300.3743,7.5624,7.5123,-0.1047
710.4545,300.5368,7.5646,7.5142,-0.1047
710.6510,300.6993,7.5667,7.5163,-0.1047
710.8475,300.8617,7.5687,7.5185,-0.1047
711.0440,301.0242,7.5707,7.5207,-0.1047
711.2406,301.1866,7.5724,7.5229,-0.1047
711.4371,301.3491,7.5741,7.5252,-0.1047
711.6336,301.5116,7.5756,7.5275,-0.1047
711.8301,301.6740,7.5770,7.5299,-0.1047
712.0266,301.8365,7.5783,7.5323,-0.1047
712.2231,301.9989,7.5795,7.5347,-0.1047
712.4196,302.1614,7.5805,7.5370,-0.1047
712.6161,302.3239,7.5815,7.5394,-0.1047
712.8126,302.4863,7.5824,7.5418,-0.1047
713.0091,302.6488,7.5832,7.5441,-0.1047
713.2056,302.8112,7.5839,7.5464,-0.1047
713.4021,302.9737,7.5845,7.5486,-0.1047
713.5986,303.1362,7.5850,7.5508,-0.1047
713.7951,303.2986,7.5855,7.5530,-0.1047
713.9917,303.4611,7.5858,7.5550,-0.1047
714.1882,303.6235,7.5861,7.5571,-0.1047
714.3847,303.7860,7.5863,7.5589,-0.1047
714.5812,303.9485,7.5865,7.5608,-0.1047
714.7777,304.1109,7.5865,7.5625,-0.1047
714.9742,304.2734,7.5866,7.5641,-0.1047
715.1707,304.4358,7.5865,7.5656,-0.1047
715.3672,304.5983,7.5864,7.5670,-0.1047
715.5637,304.7607,7.5863,7.5682,-0.1047
715.7602,304.9232,7.5861,7.5693,-0.1047
715.9567,305.0857,7.5859,7.5701,-0.1047
716.1532,305.2481,7.5856,7.5707,-0.1047
716.3497,305.4106,7.5853,7.5711,-0.1047
716.5463,305.5730,7.5849,7.5713,-0.1047
716.7428,305.7355,7.5846,7.5713,-0.1047
716.9393,305.8980,7.5842,7.5711,-0.1047
717.1358,306.0604,7.5837,7.5707,-0.1047
717.3323,306.2229,7.5833,7.5700,-0.1047
717.5288,306.3853,7.5828,7.5692,-0.1047
717.7253,306.5478,7.5823,7.5681,-0.1047
717.9218,306.7103,7.5819,7.5669,-0.1047
718.1183,306.8727,7.5814,7.5654,-0.1047
718.3148,307.0352,7.5809,7.5639,-0.1047
718.5113,307.1976,7.5804,7.5621,-0.1047
718.7078,307.3601,7.5800,7.5603,-0.1047
718.9043,307.5226,7.5796,7.5584,-0.1047
719.1008,307.6850,7.5793,7.5563,-0.1047
719.2974,307.8475,7.5790,7.5542,-0.1047
719.4939,308.0099,7.5788,7.5519,-0.1047
719.6904,308.1724,7.5787,7.5496,-0.1047
719.8869,308.3349,7.5786,7.5472,-0.1047
720.0834,308.4973,7.5787,7.5447,-0.1047
720.2799,308.6598,7.5787,7.5421,-0.1047
720.4764,308.8222,7.5789,7.5395,-0.1047
720.6729,308.9847,7.5790,7.5368,-0.1047
720.8694,309.1471,7.5792,7.5341,-0.1047
721.0659,309.3096,7.5795,7.5314,-0.1047
721.2624,309.4721,7.5798,7.5286,-0.1047
721.4589,309.6345,7.5801,7.5258,-0.1047
